gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Services Coordinator,04/02/2007,2007
F,DOT,Department of Transportation,Parking Management Parking Operations,Fulltime-Regular,Revenue Counter,01/17/2012,2012
M,FRS,Fire and Rescue Services,Property and Supply,Fulltime-Regular,Supply Technician II,08/27/2012,2012
M,HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Parttime-Regular,Office Clerk,04/27/2010,2010
M,POL,Department of Police,PSB 4th District Special Assignment Team,Fulltime-Regular,Master Police Officer,07/18/2005,2005
F,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Animal Care Attendant,12/30/2013,2013
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,04/06/2015,2015
F,POL,Department of Police,MSB Employee Health and Wellness Division,Fulltime-Regular,Administrative Specialist III,11/04/2013,2013
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,07/25/2011,2011
M,DOT,Department of Transportation,Transit Commuter Services Trips,Fulltime-Regular,Principal Administrative Aide,09/28/1992,1992
M,FRS,Fire and Rescue Services,Station 31,Fulltime-Regular,Master Firefighter/Rescuer,09/04/2007,2007
F,FRS,Fire and Rescue Services,HR Labor Relations,Fulltime-Regular,Administrative Specialist III,05/31/2016,2016
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,02/03/2003,2003
M,DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Mechanic Technician II,03/02/1998,1998
M,FRS,Fire and Rescue Services,Station 15,Fulltime-Regular,Master Firefighter/Rescuer,01/30/2006,2006
M,FRS,Fire and Rescue Services,Station 2,Fulltime-Regular,Firefighter/Rescuer II,04/23/2001,2001
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,01/14/2002,2002
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer I,06/01/2015,2015
M,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,07/06/2010,2010
M,FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Firefighter/Rescuer II,12/13/2004,2004
F,HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,Fulltime-Regular,Office Services Coordinator,02/12/2001,2001
M,FRS,Fire and Rescue Services,Station 32,Fulltime-Regular,Firefighter/Rescuer II,06/04/2012,2012
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,01/30/1995,1995
F,FIN,Department of Finance,Accounts Payable,Fulltime-Regular,Fiscal Assistant,02/04/2008,2008
F,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),11/18/2013,2013
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,11/29/2004,2004
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,11/01/2004,2004
F,FRS,Fire and Rescue Services,Budgets and Grants,Fulltime-Regular,Office Services Coordinator,01/31/2000,2000
F,POL,Department of Police,MSB Information Mgmt and Tech Division Telephone Reporting Section,Fulltime-Regular,Public Safety Telephone Reporting Aide II,12/31/1990,1990
M,HCA,Department of Housing and Community Affairs,Director,Fulltime-Regular,Director Department of Housing and Community Affairs,01/05/2015,2015
M,FRS,Fire and Rescue Services,Fifth Battalion - Administration,Fulltime-Regular,Fire/Rescue Lieutenant,02/11/2002,2002
M,FRS,Fire and Rescue Services,Station 6,Fulltime-Regular,Fire/Rescue Captain,07/24/1989,1989
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,03/07/2011,2011
M,HHS,Department of Health and Human Services,Medication Assisted Treatment - Clinical and Vocational Services,Fulltime-Regular,Therapist II,11/22/1993,1993
M,POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,Fulltime-Regular,Police Officer III,09/12/1988,1988
M,DOT,Department of Transportation,Transit Commuter Services,Fulltime-Regular,Program Specialist II,09/19/2005,2005
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,09/23/2013,2013
F,DLC,Department of Liquor Control,Cabin John,Parttime-Regular,Liquor Store Clerk I,12/17/2012,2012
F,HHS,Department of Health and Human Services,Care Coordination,Fulltime-Regular,Community Services Aide III,10/22/2001,2001
F,HHS,Department of Health and Human Services,Support Planning,Fulltime-Regular,Program Specialist II,09/12/2011,2011
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,05/14/2007,2007
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,07/18/2011,2011
F,COR,Correction and Rehabilitation,PTS Supervision,Fulltime-Regular,Correctional Specialist III,03/04/2002,2002
M,DGS,Department of General Services,Administration and Budget,Fulltime-Regular,Management and Budget Specialist III,09/21/2015,2015
F,POL,Department of Police,ISB Family Crimes Division,Fulltime-Regular,Police Aide,06/10/1985,1985
F,COR,Correction and Rehabilitation,PTS Intervention Program for Substance Abusers,Fulltime-Regular,Correctional Specialist II,06/23/2008,2008
M,DOT,Department of Transportation,Traffic Engineering and Operations Development Review,Fulltime-Regular,Engineer III,04/21/2014,2014
M,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Locksmith,03/25/2002,2002
M,HHS,Department of Health and Human Services,Child and Adolescent Mental Health Clinic Services,Fulltime-Regular,Principal Administrative Aide,11/13/2006,2006
M,FRS,Fire and Rescue Services,Recruit Training,Fulltime-Regular,Firefighter/Rescuer I (Recruit),12/12/2016,2016
M,DEP,Department of Environmental Protection,Water Quality Monitoring and Planning,Fulltime-Regular,Water Quality Specialist II,12/06/1999,1999
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Firearms Instructor,04/25/1994,1994
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,01/09/2006,2006
M,SHF,Sheriff's Office,Warrant Section,Fulltime-Regular,Deputy Sheriff Lieutenant,06/25/1990,1990
F,SHF,Sheriff's Office,Attachments,Fulltime-Regular,Deputy Sheriff Sergeant,09/05/1995,1995
F,FRS,Fire and Rescue Services,Information Technology,Fulltime-Regular,Information Technology Specialist III,03/20/2006,2006
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,03/03/2008,2008
F,HHS,Department of Health and Human Services,Chief Special Needs Housing,Fulltime-Regular,Program Manager II,06/26/2006,2006
M,HHS,Department of Health and Human Services,Information Systems and Technology,Fulltime-Regular,Manager II,07/01/2013,2013
M,DPS,Department of Permitting Services,Land Development Right-of-Way Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector II,04/18/2016,2016
F,HHS,Department of Health and Human Services,Jail Addiction Services,Fulltime-Regular,Therapist II,07/26/1998,1998
M,DLC,Department of Liquor Control,Burtonsville,Parttime-Regular,Liquor Store Clerk I,04/18/2016,2016
F,HHS,Department of Health and Human Services,Rental Assistance,Fulltime-Regular,Program Manager II,02/15/1977,1977
M,DOT,Department of Transportation,Parking Management Administration,Fulltime-Regular,Senior Planning Specialist,07/15/2002,2002
F,DHS,Office of Emergency Management and Homeland Security,Policy and Planning,Fulltime-Regular,Manager III,08/26/2013,2013
F,DEP,Department of Environmental Protection,Solid Waste Services Administration,Fulltime-Regular,Administrative Specialist II,08/25/1997,1997
M,DEP,Department of Environmental Protection,Water and Waste Water Management,Fulltime-Regular,Senior Planning Specialist,06/22/1987,1987
F,LIB,Department of Public Libraries,Germantown Library,Fulltime-Regular,Library Assistant I,08/11/1994,1994
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,10/09/2000,2000
M,DGS,Department of General Services,Building Design and Construction,Fulltime-Regular,Senior Engineer,04/30/2001,2001
M,COR,Correction and Rehabilitation,PRRS Facility and Security,Fulltime-Regular,Resident Supervisor II,01/14/2013,2013
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,01/04/2016,2016
M,HHS,Department of Health and Human Services,Jail Addiction Services,Fulltime-Regular,Therapist II,02/19/1991,1991
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,12/02/2014,2014
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Manager III,06/20/1983,1983
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Arborist,03/21/2016,2016
M,DLC,Department of Liquor Control,Clarksburg Village,Parttime-Regular,Liquor Store Clerk I,08/25/2013,2013
F,LIB,Department of Public Libraries,Rockville Library,Fulltime-Regular,Librarian II,12/08/2008,2008
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,07/06/1982,1982
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,01/16/2007,2007
F,COR,Correction and Rehabilitation,PRRS Facility and Security,Fulltime-Regular,Resident Supervisor II,11/04/2013,2013
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer III,03/21/2005,2005
M,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Program Manager I,03/07/1988,1988
M,FRS,Fire and Rescue Services,Station 13,Fulltime-Regular,Firefighter/Rescuer III,02/14/2000,2000
F,FRS,Fire and Rescue Services,Emergency Medical Services,Fulltime-Regular,Administrative Specialist I,02/09/2009,2009
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Office Services Coordinator,04/30/2001,2001
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,05/27/2014,2014
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer III,02/26/1990,1990
M,FRS,Fire and Rescue Services,Self Contained Breathing Apparatus (SCBA) Shop,Fulltime-Regular,SCBA Technician,07/11/2016,2016
M,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),08/01/2011,2011
M,DLC,Department of Liquor Control,Kingsview,Fulltime-Regular,Liquor Store Manager,09/12/2003,2003
F,CCL,County Council,Council Members and Staff,Parttime-Regular,Legislative Senior Aide III,04/27/2009,2009
F,LIB,Department of Public Libraries,Bethesda Library,Parttime-Regular,Library Aide,06/25/2001,2001
M,FRS,Fire and Rescue Services,Station 32,Fulltime-Regular,Firefighter/Rescuer II,07/29/2013,2013
F,HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Therapist II,07/07/2008,2008
M,POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,Fulltime-Regular,Police Officer III,08/19/1996,1996
M,CCL,County Council,Council Central Staff,Fulltime-Regular,Visual Information Specialist,09/13/2010,2010
M,HHS,Department of Health and Human Services,24 Hours Crisis Center,Parttime-Regular,Therapist II,03/20/1994,1994
M,DGS,Department of General Services,Fleet Management Administration,Fulltime-Regular,Program Manager II,02/13/2012,2012
M,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer II (PFC),08/06/2007,2007
F,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Client Assistance Specialist,12/16/2013,2013
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,01/14/2002,2002
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,02/03/2003,2003
M,FIN,Department of Finance,Safety,Fulltime-Regular,Occupational Safety and Health Specialist,10/18/1993,1993
F,HHS,Department of Health and Human Services,Budget Team,Fulltime-Regular,Management and Budget Specialist III,11/12/2002,2002
F,COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 1,Fulltime-Regular,Correctional Specialist II,01/04/1993,1993
M,POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,Fulltime-Regular,Office Services Coordinator,02/25/2013,2013
M,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Shift Commander (Lieutenant),10/22/1989,1989
F,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Transit Coordinator,07/24/1989,1989
M,FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Firefighter/Rescuer II,06/01/2010,2010
F,HHS,Department of Health and Human Services,Educational Support,Fulltime-Regular,Administrative Specialist III,12/17/2012,2012
M,FRS,Fire and Rescue Services,Safety,Fulltime-Regular,Fire/Rescue Captain,11/17/1997,1997
M,FRS,Fire and Rescue Services,Station 28,Fulltime-Regular,Firefighter/Rescuer III,05/16/2005,2005
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,01/14/2002,2002
F,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer II,07/16/2012,2012
M,FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Fire/Rescue Captain,11/28/1988,1988
M,POL,Department of Police,MSB Personnel Division Background Section,Fulltime-Regular,Background Screening Specialist,11/07/2011,2011
M,FRS,Fire and Rescue Services,Station 15,Fulltime-Regular,Firefighter/Rescuer III,01/30/2006,2006
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,10/22/2012,2012
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,11/18/2002,2002
M,POL,Department of Police,FSB Special Operations Division,Fulltime-Regular,Police Lieutenant,07/26/1993,1993
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer II,02/24/2014,2014
M,HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,Fulltime-Regular,Senior Planning Specialist,03/06/1989,1989
F,DLC,Department of Liquor Control,Walnut Hill,Fulltime-Regular,Liquor Store Manager,11/07/1996,1996
M,SHF,Sheriff's Office,Courthouse Security,Fulltime-Regular,Deputy Sheriff Sergeant,06/13/1994,1994
M,FRS,Fire and Rescue Services,Station 33,Fulltime-Regular,Fire/Rescue Captain,02/26/1990,1990
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,08/09/2004,2004
F,HHS,Department of Health and Human Services,Adult Protective Services - Nurse Assessment,Fulltime-Regular,Community Health Nurse II,10/11/2004,2004
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Supervisor (Sergeant),12/19/1988,1988
F,COR,Correction and Rehabilitation,DS Programs and Services,Fulltime-Regular,Manager III,08/29/1988,1988
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,07/18/2005,2005
M,POL,Department of Police,FSB Media Services Division,Fulltime-Regular,Police Captain,02/25/1985,1985
